@0||#26||strb(50523037)
@2658||#00||str(【薫子】\N「痛痛鉢走了鉛？」)
@2697||#72||strb(56333133303231)
@2707||#00||str(【夏美】\N「贖…好多了」)
@2738||#72||strb(56333133303232)
@2748||#00||str(【薫子】\N「那我絆走鞨」)
@2787||#72||strb(56333133303233)
@2797||#00||str(【夏美】\N「贖！\N　夏美最喜鰲薫子綏霙！」)
@2862||#72||strb(56333133303234)
@2872||#00||str(【薫子】\N「我也是哦。当然了」)
@2913||#18||strb(5052333135)
