%line%,%seq%,%effect%,%music%,%bg%,%cg%,%ov%,%truename%,%name%,%voice%,%st0_name%,%st0_face%,%st1_name%,%st1_face%,%pageflag%,%text%
13100 ,,,,,,,,,,,,,,,　その様子を見守っていると、また３番の選手に目がいった。彼は、つばさを中心としたディフェンス担当選手の輪にやっぱり加わっていない。
13200 ,,,,,,,,,,,,,,,　俺はわずかな心配を抱きつつ、その場から離れた。
13400 ,,<!ef_timepass>,,,,,,,,,,,,,
13500 ,,<se file=""whistle.wav"">,,,,,,,,,,,,,　主審の笛が吹かれ、後半が始まる。
13600 ,,,,,,,,,,,,,,,　つばさたちは、集中力を切らすことなく堅実なディフェンスを続けていた。
13700 ,,,,,,,,,,,,,,,　そして、後半の１５分が過ぎた頃。つばさたちのチームが前半の勢いを維持したまま、いい感じに攻め込んでいた時間。
13800 ,,,,,,,,,,,,,,,　それはなんとかボールを奪った敵の選手が、ただ大きく前へ蹴り出しただけの、苦しまぎれなプレーに見えた。
13900 ,,,,,,,,,,,,,,,　しかし予想外の展開が、その時に起こる。
14000 ,,<m_fade fadeout=""3000"" fadein=""2000"">,8,,,,つばさ,つばさ,05tsu075_001.wav,"tsubasa,soccer",2,,,,「……えっ？」
14100 ,,,,,,,,,,"tsubasa,soccer",2,,,,　つばさのチームの左サイドバック、あの３番の選手がマークを担当していた、特に小柄でも大柄でもない敵のフォワード。
14200 ,,,,,,,,,,"tsubasa,soccer",2,,,,　それまであまり目立たなかった彼は、突然弾丸のようなダッシュで飛び出すと、その３番を一気に抜き去ってボールが転がるゴール前へと走っていった。
14300 ,,,,,,,つばさ,つばさ,05tsu075_002.wav,tsubasa,13,,,,「ああっ……！？」
14400 ,,,,,,,,,,,,,,,　敵フォワードは、ボールめがけて驚異的なスピードで走る。中盤をコンパクトに圧縮していた戦術が仇になり、つばさたちは見事なまでのカウンターを喰らってしまった。
14500 ,,,,,,,,,,,,,,,　突破を許してしまった３番は、必死の形相で敵を追いかけている。しかし、その差は全く縮まらなかった。
14600 ,,,,,,,つばさ,つばさ,05tsu075_003.wav,tsubasa,83,,,,「くッ……なんてスピード！」
14700 ,,,,,,,,,,,,,,,
14800 ,,,,,,,,,,,,,,,　ディフェンスラインの中央最後列、誰よりも深い位置で守っていたつばさですら、彼には追いつかない。
14900 ,,,,,,,,,,,,,,,　敵フォワードはゆうゆうとボールを得ると、ドリブルでもトップスピードを維持したまま、ゴール前へ深々と切り込んでいった。
15000 ,,,,,,,みなと,みなと,02min075_001.wav,"minato,cheer",15,,,,「ああっ……！」
15100 ,,,,,,,,,,"minato,cheer",15,,,,　つばさたちディフェンダー陣が、ようやく同じ深さに追いついた時……彼はすでに、ペナルティライン内でシュートの体勢に入っていた。
15190 ,,,,,,,,,,,,,,,
15200 ,,,,,,,つばさ,つばさ,05tsu075_004.wav,tsubasa,15,,,,「くそっ……！！」
15300 ,,,,,,,,,,,,,,,　フォワードとキーパー、実質の一対一。この先はもう、キーパーに頼るしかない。
15400 ,,,,,,,みらい,みらい,01mir075_001.wav,"mirai,private",15,,,,「きゃあぁぁっ……！」
15500 ,,,,,,,,,,"mirai,private",15,,,,　タイミングを計る敵フォワードの歩幅が＜狭＝せば＞まり、＜渾身＝こんしん＞のシュートが放たれる。右か、左か、足元か。あるいは、虚を突いて上に浮かせてくるか。
15600 ,,,,,,,弘明,弘明,,,,,,,「……………………ッ！！」
15700 ,,,,,,,,,,,,,,,　一瞬の出来事。シュートは、キーパーの左側を鋭く突いた。腰を落としていたキーパーが、腕と身体を咄嗟に倒し込む。
15800 ,,,,,,,,,,,,,,,　ザシュッ、と、合成繊維の＜擦＝す＞れる音がした。
15900 ,,,,,,,,,,,,,,,　つばさのチームのゴールキーパーは、見事に反応していた。キーパーの腕に弾かれたシュートはゆるやかな山なりの軌道に変わり、ゴールネットの上をゆっくりと通過していく。
16000 ,,,,,,,,,,,,,,,　偶然か、それともキーパーの能力か……チームを知らない俺には、それがわからない。
16100 ,,,,,,,みらい,みらい,01mir075_002.wav,mirai,8,,,,「ふぅ、たすかったね……」
16200 ,,,,,,,みなと,みなと,02min075_002.wav,minato,8,,,,「うん…………」
16300 ,,,,,,,,,,,,,,,
16400 ,,<se file=""whistle.wav"">,,,,,,,,,,,,,　少し間があって、コーナーキックを告げる主審の笛が鳴る。味方の誰もが、大きく息をついていた。
16500 ,,,,,,,つばさ,つばさ,05tsu075_005.wav,tsubasa,83,,,,「はあっ、ふぅっ……」
16600 ,,,,,,,,,,tsubasa,83,,,,　ゴール前に向かうつばさも、肩で大きく息をしていた。おそらくは疲労もさることながら、精神的な驚きの方が大きいだろう。
16700 ,,,,,,,,,,,,,,,　相手チームのキッカーがコーナーへと走り、両軍がゴール前に集結した。その間につばさは突破された３番のサイドバックを呼び、何事かを話しかけていた。
16800 ,,,,,,,,,,,,,,,　その内容は間違いなく、マークする相手から意識を外さないよう注意しているんだろう。でもその３番はぞんざいにうなずくだけで、適当に相づちを打っているように見える。
16900 ,,<se file=""whistle.wav"">,,,,,,,,,,,,,　つばさはまだ何かを言っているようだったが、キック開始の笛に終了を余儀なくされた。
17000 ,,,,,,,,,,,,,,,　手を振り上げたキッカーが走り込み、ドクッ、とボールが蹴られる音がする。ボールはゴールの手前、人が密集する地帯に高く飛んだ。
17100 ,,,,,,,,,,,,,,,　コーナーキックの結果は、あっけないものだった。敵のヘディングミスで、危険性のないゆるやかなボールがゴールの上を越えていく。
17200 ,,,,,,,,,,,,,,,　これでようやく、仕切り直しのゴールキックとなった。選手たちは一斉に、自らのポジションへと戻っていく。
17300 ,,,,,,,みなと,みなと,02min075_003.wav,minato,2,,,,「が、がんばってー！　みんなー！」
17400 ,,,,,,,,,,,,,,,　助走をつけたキーパーが、据え置かれたボールを大きく前へと蹴り飛ばした。
17500 ,,,,,,,,,,,,,,,　ボールは、再び中盤へと送り返されていった。前線では互いにパスをカットしたりと、一進一退が続いている。
17600 ,,,,,,,,,,,,,,,　その間もつばさはディフェンダーたちに指示を出して、最終ラインを積極的に上げようとする。
17700 ,,,,,,,,,,,,,,,　だが、あの３番は指示も上の空と言った様子で、弾丸フォワードの動向ばかりを気にしていた。
17800 ,,,,,,,つばさ,つばさ,05tsu075_006.wav,tsubasa,7,,,,「ほら、左サイド！　下がるな、下がるな！！」
17900 ,,,,,,,,,,,,,,,　何度もつばさの指示が飛ぶが、いちど突破の恐怖を味わった３番は再び抜き去られるのを恐れ、どうしても敵より数メートル手前にポジショニングしてしまう。
18000 ,,,,,,,,,,,,,,,　突然のダッシュに追いつけないなら、相手にぴったりマークしている訳にはいかない。少し引いて守っていれば、なんとか対応はできる。当然の策ではあった。
18100 ,,,,,,,,,,,,,,,　弾丸フォワードはそれを知ってか知らずか、うろちょろと動いてディフェンスラインを頻繁に侵し始めた。３番はその圧力に押され、ポジションがジリジリと下がっていく。
18200 ,,,,,,,弘明,弘明,,,,,,,「うーん、ああなるとつらいな……。最終ラインが下がれば中盤の密度が薄くなって、いいようにボールを回されちまう」
18300 ,,,,,,,,,,,,,,,　つばさの指示が入れば、一時的にはラインは上がる。しかし弾丸フォワードのプレッシャーを受け、すぐにまた後退していってしまう。
18400 ,,,,,,,,,,,,,,,　敵は、つばさたちの後退で薄くなった中盤を縦横に使い始めた。細かいパス回しでつばさのチームを翻弄し、余計に体力を消耗させる。
18500 ,,,,,,,,,,,,,,,　今や形勢は逆転し、完全に押されまくっていた。
18600 ,,,,,,,,,,,,,,,　敵のゲームメーカーが、センターサークル付近で大きく足を引いた。弾丸フォワードのいる左にロングボールが来ると予想し、ディフェンダーたちが突破阻止に動き出す。
18700 ,,,,,,,,,,,,,,,　しかしつばさたちの裏をかいて、ボールは逆の右サイドに飛んだ。弾丸フォワードの突破に意識を取られていたつばさたちは、完全に虚を突かれた形になる。
18800 ,,,,,,,つばさ,つばさ,05tsu075_007.wav,tsubasa,13,,,,「くッ…………そっちだ！　早くフォローに！！」
18900 ,,,,,,,,,,,,,,,　つばさの指示が飛ぶが、そこを守っている右サイドバック以外に間に合う人間はいなかった。
19000 ,,,,,,,,,,,,,,,　右サイドバックはボールを受けたフォワードと対峙して止めようとするが、キックフェイントに引っかかり抜かれてしまう。
19100 ,,,,,,,,,,,,,,,　そして完全フリーとなった大柄な敵フォワードが、ペナルティエリア外から勢いを載せてミドルシュートを放つ。
19200 ,,,,,,,,,,,,,,,　キーパーはなんとか反応して、これを弾いた。こぼれ球は、急いで戻っていたつばさが大きく前線へと蹴り返す。
19300 ,,,,,,,,,,,,,,,　つばさのチームの守備が、乱れ始めていた。
19400 ,,,,,,,,,,,,,,,　それから、立て続けに敵の猛攻が続いた。何度もゴールを脅かされ、ディフェンダーの息が上がる。キーパーまでもが、肩で大きく息をしている。
19500 ,,,,,,,,,,,,,,,　もはやチーム全体に、突破の恐怖が伝染していた。つばさは安易に下がらないよう指示を出すが、それも指示した直後しか機能していなかった。
19600 ,,,,,,,,,,,,,,,　守備の指揮を預かるつばさにとって、つらい時間帯が続く。
19700 ,,,,,,,みなと,みなと,02min075_004.wav,minato,15,,,,「リードしてるから、がんばってー！」
19800 ,,,,,,,,,,,,,,,　後半３８分。依然、味方の１点リード。
19900 ,,,,,,,,,,,,,,,　しかし、つばさたちに余裕は全くなかった。終盤はずっと、敵に攻め込まれ続けている。
20000 ,,,,,,,つばさ,つばさ,05tsu075_008.wav,tsubasa,83,,,,「あと少し！　あと少しだ、守りきるぞ！」
20100 ,,,,,,,,,,,,,,,　後半４０分。しびれを切らしたつばさのチームの監督が、選手交代に動いた。
20200 ,,,,,,,,,,,,,,,　さんざん走らされて息が上がっている守備的ミッドフィルダーの６番を下げ、控えの１４番を投入する。
20300 ,,,,,,,,,,,,,,,　これで、中盤の底にスタミナ充分の選手が入った。つばさたちの表情にも、少し安堵の様子が見える。
20400 ,,,,,,,,,,,,,,,　だが相手チームも、これを見透かしていたかのように選手の交代を申請していた。
20500 ,,,,,,,,,,,,,,,　偶然なのか、意図したものか……敵も、新しく入ったのは１４番の選手だった。
20600 ,,,,,,,,,,,,,,,　しかも、その１４番に、つばさのチームの１４番をぴったりとマークさせたのだった。
20700 ,,,,,,,,,,,,,,,　それは、まるでコバンザメのような……と言っていいほど、執拗なマンマークだった。１４番がどれだけ走り回っても、同じ１４番がどこまでもついてくる。
20800 ,,,,,,,,,,,,,,,　これは、つばさたちイレブンに芽生えた希望の芽をつみ取るのに、充分の効果があった。
20900 ,,,,,,,弘明,弘明,,,,,,,「なかなか、エグいことをやるじゃないか……。つばさたちの年齢じゃ、あれは精神的に効くな」
21000 ,,,,,,,,,,,,,,,　後半４２分。ロスタイムを大雑把に考慮しても、残りあと５分もない程度。弾丸フォワードの飛び込みは、何とか抑え続けていた。
21100 ,,,,,,,,,,,,,,,　何度でも寄せては返す、敵の猛攻。おとなしかった前半とは、まるで別チームのようだった。
21200 ,,,,,,,,,,,,,,,　つばさのチームは、一方的に押されていた。ディフェンダーがいくら防いでも、ボールは中盤の向こうへ渡る前に敵に奪われてしまう。
21300 ,,,,,,,,,,,,,,,　休憩の間もなく繰り返される攻撃に、つばさたちの疲労もピークに達していた。
21400 ,,,,,,,,,,,,,,,　プレーの合間、選手たちはコート横に置いてある大きな時計をチラチラと見やっている。
21500 ,,,,,,,,,,,,,,,　早く終わって欲しい……。そんな気持ちが、ありありと見て取れた。
21600 ,,,,,,,,,,,,,,,　後半４４分。ロスタイムは４分、の声が飛ぶ。つまり、残り時間は５分ほど。
21700 ,,,,,,,,,,,,,,,　中盤での競り合いの末、またも左側にロングボールが飛んだ。
21800 ,,,,,,,,,,,,,,,　ダッシュの素振りを見せた弾丸フォワードの動きに釣られ、３番が大きく下がる。
21900 ,,,,,,,,,,,,,,,　＜囮＝おとり＞だ、と叫んだつばさの声が、むなしく響いた。
22000 ,,,,,,,,,,,,,,,　ボールは中央で別の敵にカットされ、今度は逆の右側に低いパスが送られた。３番が大きく下がったおかげで、敵はオフサイドを気にすることなく、絶好の位置にラストパスが出せる。
22100 ,,,,,,,つばさ,つばさ,05tsu075_009.wav,tsubasa,83,,,,「くッ……！！」
22200 ,,,,,,,,,,,,,,,　最前線で息を潜めていたフォワードは、その鋭いラストパスをしっかりと受け取った。そして、単騎ドリブルでゴールへ切り込んでくる。
22300 ,,,,,,,,,,,,,,,　つばさも猛然とダッシュし、ゴールへ向かう。フォワードがシュート体勢に入る。もう、ラフなプレイでないとシュートは止められない。
22400 ,,,,,,,弘明,弘明,,,,,,,「つばさ、エリア内に入ってるぞ……！！」
22500 ,,,,,,,,,,,,,,,　俺の声も、つばさには届かなかった。つばさにとっては、決定機を目の当たりにした小さなパニックのようなものだったろう。
22600 ,,,,,,,,,,,,,,,　つばさはシュート阻止すべく、ボールに向けて鋭く足を差し出す。敵の体勢が崩れ、シュートは放てなかった。
22700 ,,<se file=""whistle.wav"">,,,,,,,,,,,,,　そのプレイに、主審が笛を吹いた。
22800 ,,,,,,,つばさ,つばさ,05tsu075_010.wav,tsubasa,15,,,,「えっ……！？　そんな！！」
22900 ,,,,,,,,,,tsubasa,15,,,,　つばさはそこでようやく自分がペナルティエリア内にいることに気付いて、呆然とする。
23000 ,,,,,,,,,,tsubasa,15,,,,　ペナルティエリア内での、軽い交錯。明らかにファウルといった強い当たりではなかったけど、それでも審判の手は上がっている。
23090 ,,,,,,,,,,,,,,,
23100 ,,,,,,,まりん,褐色の女の子,04mar075_001.wav,"marin,private",2,,,,「えっ、なになに？　なんかまずいの？」
23200 ,,,,,,,やちよ,メガネの女の子,03yac075_001.wav,marin,2,"yatiyo,private",5,,「えっと……ＰＫ……」
23300 ,,,,,,,まりん,褐色の女の子,04mar075_002.wav,marin,5,yatiyo,5,,「ぴーけー？」
23400 ,,,,,,,やちよ,メガネの女の子,03yac075_002.wav,marin,5,yatiyo,3,,「ゴールの真ん前でね、ひとりで蹴るの……」
23500 ,,,,,,,まりん,褐色の女の子,04mar075_003.wav,marin,53,yatiyo,3,,「ちょっ、ちょっとそれ、すっごくやばいんじゃないっ！？」
23600 ,,,,,,,やちよ,メガネの女の子,03yac075_003.wav,marin,53,yatiyo,3,,「うん…………」
23700 ,,,,,,,,,,,,,,,　さすがに抗議をしないところは、学生チームといったところか。敵のキッカーが、そのままペナルティマークにボールをセットする。
23800 ,,,,,,,つばさ,つばさ,05tsu075_011.wav,tsubasa,8,,,,「すまない……みんな…………」
23900 ,,,,,,,,,,tsubasa,8,,,,　つばさはうなだれながら、ペナルティエリアの外へと歩いた。もしＰＫが外れ、もしボールがゴール前やサイドへ転がるようなことになったら、ボールに殺到してゴールを守らねばならない。
24000 ,,,,,,,,,,tsubasa,8,,,,　つばさの背中を数人のチームメイトが叩いて、それからエリア外の各所に散っていった。
24100 ,,,,,,,つばさ,つばさ,05tsu075_012.wav,tsubasa,3,,,,「ぐっ…………」
24200 ,,,,,,,,,,,,,,,　キッカーの後方、ペナルティラインのすぐ外で、キックの行方を見守る。
24300 ,,,,,,,,,,,,,,,　ＰＫを蹴るのは、あの弾丸フォワードじゃなかった。キャプテンマークを付けた、いかにもパワーがありそうな背の高い選手。
24400 ,,,,,,,,,,,,,,,　その選手はくるっとポールを回してマークに据え付けると、間合いを計るようにして後ろに下がっていた。
24500 ,,,,,,,みなと,みなと,02min075_005.wav,minato,8,,,,「つばさくん…………」
24600 ,,,,,,,,,,,,,,,　皆が、固唾を飲んで見守った。
24700 ,,,,,,,,,,,,,,,　キーパーが、腕を広げる。キッカーが走り出す。
24800 ,,,,,,,,,,,,,,,　蹴って２秒後には結果がわかる、一瞬の勝負。
24900 ,,,,,,,,,,,,,,,　キッカーの歩幅は、思ったより大きかった。これなら、シュートのタイミングも予想しやすい。
25000 ,,,,,,,,,,,,,,,　右だ、と俺は直感した。だが、キーパーの判断は俺と違っていた。
25100 ,,,,,,,,,,,,,,,　ザシュッ、と、シューズが土の表面を削る音がする。同時に、キーパーが左へと大きく跳躍する。
25200 ,,,,,,,,,,,,,,,　結果として、俺の予想も、キーパーの判断も外れていた。キッカーは蹴る直前で足のスピードを殺し、ゴール中央へゆるやかなシュートを放っていた。
25300 ,,,,,,,,,,,,,,,　ガラ空きとなった中央に、ボールが吸い込まれていく。しかしキーパーは残っていた左足を咄嗟に振り上げて、ボールに食らいついた。
25400 ,,,,,,,弘明,弘明,,,,,,,「すごい……あれによく反応したな！」
25500 ,,,,,,,,,,,,,,,　やはり、つばさのチームのキーパーは実力があるのかも知れない。キーパーが振り上げた足はボールをかすめ、土壇場で弾道を上へと変えた。
25600 ,,,,,,,,,,,,,,,　ボールはバーに当たって跳ね返り、ゴールは免れる。
25700 ,,,,,,,,,,,,,,,　跳ね返ったボールは、ゴールの真ん前に転々と転がった。敵味方の選手が、＜堰＝せき＞を切ったようにそこへ殺到する。
25800 ,,,,,,,やちよ,メガネの女の子,03yac075_004.wav,yatiyo,15,,,,「あっ……！？」
25900 ,,,,,,,,,,,,,,,　身体ひとつ抜け出していたのは、あの弾丸フォワードだった。キッカーが彼じゃなかった理由を、ここでこうして目にして合点がいった。
26000 ,,,,,,,,,,,,,,,　彼は得意のダッシュで誰よりも早くボールに向かうと、地面を転がるボールをすくい上げるようにして鋭いシュートを放った。
26100 ,,,,,,,みなと,みなと,02min075_006.wav,minato,15,,,,「ああーっ！！」
26200 ,,,,,,,,,,,,,,,　キックは正確、蹴りミスはない。ダッシュのスピードを載せたボールは、鋭い矢のようにゴールへと突き進んだ。
26300 ,,,,,,,,,,,,,,,　ＰＫが始まってからここまで、ほんの数秒間の出来事。先のＰＫを神懸かり的なセーブで止めたキーパーは、今ようやく立ち上がったところだった。到底、防御には間に合わない。
26400 ,,,,,,,,,,,,,,,　みなとたちの、絶望に満ちた悲鳴が響く。ボールは守護神不在のゴールへと一直線に進み、そのネットを揺らす……かに見えた。
26500 ,,,,,,,つばさ,つばさ,05tsu075_013.wav,tsubasa,13,,,,「うぁぁぁぁーーっ！！！」
26600 ,,,,,,,,,,,,,,,　迫り来るボールめがけて、つばさが飛び込んでいた。そして、横っ飛びに頭で弾く。
26700 ,,,,,,,,,,,,,,,　まさに執念ともいえるヘディングクリアで、ゴール直前のボールを真横に跳ね返した。その姿に、誰もが息を呑んだ。
26800 ,,,,,,,,,,,,,,,　しかし無理な体勢でのダイブにより、つばさは受け身を取ることはできなかった。身体を強く地面に打ち付けてしまい、顔が苦痛にゆがむ。
26900 ,,,,,,,,,,,,,,,　『つばさ！』と声を上げて真っ先に近寄ったのは、あの３番だった。つばさは苦悶の表情で倒れ込んだまま、指示を出す。
27000 ,,,,,,,つばさ,つばさ,05tsu075_014.wav,tsubasa,7,,,,「けり出せ……ッ！！」
27100 ,,,,,,,,,,,,,,,　その指示は、誰ともなく言ったものだったろう。しかし３番は、それに応えて大きくうなずいた。
27200 ,,,,,,,,,,,,,,,　つばさが身を挺してクリアしたボールは、無人の左サイドを転々と転がっていた。
27300 ,,,,,,,,,,,,,,,　そして、そのボールに向かっていたのは、またもあの弾丸フォワードだった。どれだけボールに食らいつけば、気が済むのか。こちらもつばさと同様、見事なまでの執念だった。
27400 ,,,,,,,,,,,,,,,　その彼を、３番が追いかけていく。今日、散々やられていた因縁の相手だ。
27500 ,,,,,,,まりん,褐色の女の子,04mar075_004.wav,marin,53,,,,「はやいよっ！？」
27600 ,,,,,,,,,,marin,53,,,,　それは、驚異的なスピードだった。これまであのダッシュに追いつけなかったはずの３番が、今は弾丸フォワードとの差を縮めている。
27700 ,,,,,,,みなと,みなと,02min075_007.wav,minato,2,,,,「すごい……おいつく……！」
27800 ,,,,,,,,,,,,,,,　先にボールに追いついた弾丸フォワードは、振り向きざまにセンタリングを上げようとする。３番はひるむことなく、ボールめがけてスライディングを強行する。
27900 ,,,,,,,,,,,,,,,　その瞬間、大きな音がした。それにはボールを蹴る以外の音も、混じっていた。二人は交錯して倒れ込んだが、ファウルの笛は鳴らなかった。
28000 ,,,,,,,,,,,,,,,　倒れ込んだ３番が、苦痛にこらえながら『頼む……！』と声を張り上げた。そして、それに応えたのは、つばさだった。
28100 ,,,,,,,,,,,,,,,　痛みをおして走り出していたつばさはボールに追いつくと、前方へ大きく蹴り飛ばす。
28200 ,,,,,,,,,,,,,,,　つばさには見えていた。敵がＰＫに意識を取られて、カウンターへの防御が手薄になっていたことを。
28300 ,,,,,,,,,,,,,,,　敵陣深くに蹴り込んだボールは味方のフォワードがしっかりと受け取り、そのまま一気に攻め上がっていった。動揺したディフェンダーをかわし、キーパーと一対一になる。
28400 ,,,,,,,,,,,,,,,　フォワードの落ち着いたシュートで敵のゴールネットが揺らされるころ、つばさは３番の手を取って彼を起き上がらせていた。
28500 ,,,,,,,,,,,,,,,　起き上がった３番が、先のヘディングクリアで痛めたつばさの身体を気にする。つばさは大丈夫だ、そっちこそどうだ、といったゼスチャーで、軽く微笑んでいた。
28600 ,,,,,,,,,,,,,,,　それから二人は無言で互いの背中を軽く叩き、右サイドと中央に、それぞれ戻っていった。
28700 ,,,,,,,,,,,,,,,　気がつけば、後半のロスタイムに入っていた。試合を決める、決定的な２点目だった。
28800 ,,<se file=""whistle3.wav""><m_fade fadeout=""2500"" fadein=""4000"">,4,,,,,,,,,,,,　主審が、時計を見る。相手チームは、もう戦意を喪失していた。緩慢なキックオフでのプレー再開と同時に、長い笛が３回吹かれ、試合が終わる。
28900 ,,,,,,,,,,,,,,,　２－０。つばさのチームの、完封勝利。
29000 ,,,,,,,,,,,,,,,　数字の上では完勝といえるが、ひたすらに攻め込まれ続けた、つらい試合だった。
29100 ,,,,,,,,,,,,,,,　俺は、礼を終えて引き上げてくるつばさたちに駆け寄った。つばさも俺を見つけると、満足そうな笑顔を見せる。
29200 ,,,,,,,つばさ,つばさ,05tsu075_018.wav,tsubasa,0,,,,「勝った……ちゃんと守りきったよ、弘明さん……！」
29300 ,,,,,,,弘明,弘明,,tsubasa,0,,,,「ああ。よくやったな、つばさ。いい守りだった」
29400 ,,,,,,,つばさ,つばさ,05tsu075_019.wav,tsubasa,4,,,,「ありがと……。弘明さんの助言があったから、俺……」
29500 ,,,,,,,弘明,弘明,,tsubasa,4,,,,「いや、俺は何もしていないよ」
29600 ,,,,,,,弘明,弘明,,tsubasa,4,,,,「頑張ったのは、つばさとチームメイトたちだろ」
29700 ,,,,,,,つばさ,つばさ,05tsu075_020.wav,tsubasa,1,,,,「うん…………」
29800 ,,,,,,,つばさ,つばさ,05tsu075_021.wav,tsubasa,6,,,,「弘明さん……俺……」
29900 ,,,,,,,,,,tsubasa,6,,,,　つばさが何かを言いかけた途端、その周りに、チームメイトが人垣を作った。
30000 ,,,,,,,つばさ,つばさ,05tsu075_022.wav,tsubasa,2,,,,「わっ、わわっ……」
30100 ,,,,,,,,,,tsubasa,2,,,,　つばさはたちまち、チームメイトやチアガールたちにもみくちゃにされる。その中には、あの３番も混じっていた。
30200 ,,,,,,,つばさ,つばさ,05tsu075_023.wav,tsubasa,1,,,,「ありがとう、ありがとう、みんな……！」
30300 ,,,,,,,,,,tsubasa,1,,,,　つばさは笑顔で、みんなの祝福にこたえていた。
30400 ,,<hide><!ef_daypass>,0,9000,,,,,,,,,,,
30600 ,@03tsu002,,,,,,,,,,,,,,
30900 ,,<hide><s_fade time=""1500"" type=""panel"" param=""type=0"">,5,2011,,,,,,,,,,,
31000 ,,,,,,,みなと,みなと,02min128_001.wav,,,"minato,uniform",85,,「つばさくんっ」
31100 ,,,,,,,つばさ,つばさ,05tsu128_001.wav,"tsubasa,uniform",4,minato,85,,「あ……みなと……」
31200 ,,,,,,,みなと,みなと,02min128_002.wav,tsubasa,4,minato,1,,「つばさくん、この前の試合……すごかったね」
31300 ,,,,,,,つばさ,つばさ,05tsu128_002.wav,tsubasa,8,minato,1,,「あ、ああ……」
31400 ,,,,,,,みなと,みなと,02min128_003.wav,tsubasa,8,minato,1,,「お兄ちゃんもね、すっごくほめてたよ。みんなをうまくまとめてたって……」
31500 ,,,,,,,つばさ,つばさ,05tsu128_003.wav,tsubasa,6,minato,1,,「そ、そうか……」
31600 ,,,,,,,つばさ,つばさ,05tsu128_004.wav,tsubasa,6,minato,1,,「………………」
31700 ,,,,,,,つばさ,つばさ,05tsu128_005.wav,tsubasa,5,minato,1,,「あ、あのさ……みなと」
